10,139
11,139
12,139
22,193
23,193
24,193
34,356
35,356
36,356
46,551
47,551
48,551
58,711
59,711
60,711
71,851
72,851
73,851
83,985
84,985
85,985
95,1154
96,1154
97,1154
107,1206
108,1206
109,1206
119,1357
120,1357
121,1357
131,1407
132,1407
133,1407
155,1847
156,1847
157,1847
167,1933
168,1933
169,1933
179,1990
180,1990
181,1990
191,2062
192,2062
193,2062
203,2205
204,2205
205,2205
215,2242
216,2242
217,2242
227,2307
228,2307
229,2307
239,2367
240,2367
241,2367
251,2475
252,2475
253,2475
275,2661
276,2661
277,2661
287,2754
288,2754
289,2754
299,2828
300,2828
301,2828
323,3190
324,3190
325,3190
335,3252
336,3252
337,3252
347,3387
348,3387
349,3387
359,3514
360,3514
361,3514
371,3755
372,3755
373,3755
383,3870
384,3870
385,3870
395,3938
396,3938
397,3938
407,3980
408,3980
409,3980
419,4087
420,4087
421,4087
431,4183
432,4183
433,4183
443,4345
444,4345
445,4345
455,4481
456,4481
457,4481
467,4697
468,4697
469,4697
479,4780
480,4780
481,4780
491,4964
492,4964
493,4964
503,5048
504,5048
505,5048
515,5098
516,5098
517,5098
527,5181
528,5181
529,5181
539,5305
540,5305
541,5305
551,5384
552,5384
553,5384
563,5530
564,5530
565,5530
575,5610
576,5610
577,5610
587,5647
588,5647
589,5647
599,5741
600,5741
601,5741
611,5975
612,5975
613,5975
623,6065
624,6065
625,6065
635,6190
636,6190
637,6190
647,6276
648,6276
649,6276
659,6435
660,6435
661,6435
671,6516
672,6516
673,6516
683,6694
684,6694
685,6694
695,6757
696,6757
697,6757
707,6801
708,6801
709,6801
719,6943
720,6943
721,6943
731,7047
732,7047
733,7047
743,7130
744,7130
745,7130
755,7220
756,7220
757,7220
767,7283
768,7283
769,7283
