4,93
5,93
6,93
16,180
17,180
18,180
28,339
29,339
30,339
40,480
41,480
42,480
52,595
53,595
54,595
64,757
65,757
66,757
67,757
77,933
78,933
79,933
89,1110
90,1110
91,1110
101,1188
102,1188
103,1188
113,1257
114,1257
115,1257
125,1365
126,1365
127,1365
137,1563
138,1563
139,1563
161,1884
162,1884
163,1884
173,1974
174,1974
175,1974
185,2049
186,2049
187,2049
197,2176
198,2176
199,2176
209,2235
210,2235
211,2235
221,2271
222,2271
223,2271
233,2328
234,2328
235,2328
245,2470
246,2470
247,2470
257,2549
258,2549
259,2549
269,2644
270,2644
271,2644
281,2692
282,2692
283,2692
293,2786
294,2786
295,2786
305,2899
306,2899
307,2899
317,3107
318,3107
319,3107
329,3242
330,3242
331,3242
341,3297
342,3297
343,3297
353,3488
354,3488
355,3488
365,3692
366,3692
367,3692
377,3816
378,3816
379,3816
389,3901
390,3901
391,3901
401,3976
402,3976
403,3976
413,4020
414,4020
415,4020
425,4137
426,4137
427,4137
437,4301
438,4301
439,4301
449,4395
450,4395
451,4395
473,4762
474,4762
475,4762
485,4884
486,4884
487,4884
497,4975
498,4975
499,4975
509,5057
510,5057
511,5057
521,5169
522,5169
523,5169
533,5231
534,5231
535,5231
557,5407
558,5407
559,5407
569,5593
570,5593
571,5593
581,5628
582,5628
583,5628
593,5725
594,5725
595,5725
605,5850
606,5850
607,5850
617,6000
618,6000
619,6000
629,6117
630,6117
631,6117
641,6251
642,6251
643,6251
653,6349
654,6349
655,6349
665,6442
666,6442
667,6442
677,6611
678,6611
679,6611
689,6742
690,6742
691,6742
701,6787
702,6787
703,6787
713,6854
714,6854
715,6854
725,6997
726,6997
727,6997
737,7091
738,7091
739,7091
749,7155
750,7155
751,7155
761,7261
762,7261
763,7261
773,7301
774,7301
775,7301
